left,right,manip_threshold,max_candles,consec_candles,min_candles_2nd,max_candles_2nd,rr_ratio,weighted_profit,total_success_rate,profit_factor,sharpe_ratio,max_drawdown,avg_profit,trades_per_day,file_results,norm_profit,norm_trade_count,norm_success,norm_pf,norm_sharpe,norm_drawdown,norm_avg_profit,total_score,rank_profit,rank_trade_count,rank_success,rank_pf,rank_sharpe,rank_drawdown,rank_avg_profit
10,20,0.01,15,4,15,25,1.5,5800.0,55.26315789473685,1.8529411764705883,0.7815810840978341,1000.0,38.1578947368421,0.41643835616438357,{'1yil.csv': 5800.0},0.48760330578512395,0.08859721082854799,0.9601531402034502,0.9463667820069206,0.7882542086357085,0.9259259259259259,0.9601531402034498,84.59458793377976,1511.0,7931.0,13.0,13.0,122.0,775.0,13.0
10,20,0.01,15,4,15,15,1.5,5800.0,55.26315789473685,1.8529411764705883,0.7815810840978341,1000.0,38.1578947368421,0.41643835616438357,{'1yil.csv': 5800.0},0.48760330578512395,0.08859721082854799,0.9601531402034502,0.9463667820069206,0.7882542086357085,0.9259259259259259,0.9601531402034498,84.59458793377976,1511.0,7931.0,13.0,13.0,122.0,775.0,13.0
10,20,0.01,15,4,15,30,1.5,5800.0,55.26315789473685,1.8529411764705883,0.7815810840978341,1000.0,38.1578947368421,0.41643835616438357,{'1yil.csv': 5800.0},0.48760330578512395,0.08859721082854799,0.9601531402034502,0.9463667820069206,0.7882542086357085,0.9259259259259259,0.9601531402034498,84.59458793377976,1511.0,7931.0,13.0,13.0,122.0,775.0,13.0
10,20,0.01,15,4,15,20,1.5,5800.0,55.26315789473685,1.8529411764705883,0.7815810840978341,1000.0,38.1578947368421,0.41643835616438357,{'1yil.csv': 5800.0},0.48760330578512395,0.08859721082854799,0.9601531402034502,0.9463667820069206,0.7882542086357085,0.9259259259259259,0.9601531402034498,84.59458793377976,1511.0,7931.0,13.0,13.0,122.0,775.0,13.0
15,15,0.01,15,4,20,25,1.5,5050.0,55.90551181102362,1.9017857142857142,0.617303391523144,950.0,39.76377952755905,0.34794520547945207,{'1yil.csv': 5050.0},0.4256198347107438,0.06808859721082855,1.0,1.0,0.6254654235698976,0.9351851851851852,1.0,82.94348478370355,2388.0,8364.0,1.0,1.0,810.0,543.0,1.0
15,15,0.01,15,4,20,20,1.5,5050.0,55.90551181102362,1.9017857142857142,0.617303391523144,950.0,39.76377952755905,0.34794520547945207,{'1yil.csv': 5050.0},0.4256198347107438,0.06808859721082855,1.0,1.0,0.6254654235698976,0.9351851851851852,1.0,82.94348478370355,2388.0,8364.0,1.0,1.0,810.0,543.0,1.0
15,15,0.01,15,4,20,15,1.5,5050.0,55.90551181102362,1.9017857142857142,0.617303391523144,950.0,39.76377952755905,0.34794520547945207,{'1yil.csv': 5050.0},0.4256198347107438,0.06808859721082855,1.0,1.0,0.6254654235698976,0.9351851851851852,1.0,82.94348478370355,2388.0,8364.0,1.0,1.0,810.0,543.0,1.0
15,15,0.01,15,4,20,30,1.5,5050.0,55.90551181102362,1.9017857142857142,0.617303391523144,950.0,39.76377952755905,0.34794520547945207,{'1yil.csv': 5050.0},0.4256198347107438,0.06808859721082855,1.0,1.0,0.6254654235698976,0.9351851851851852,1.0,82.94348478370355,2388.0,8364.0,1.0,1.0,810.0,543.0,1.0
10,15,0.01,15,4,20,20,1.5,6100.0,54.87804878048781,1.8243243243243243,0.6965094378765835,1000.0,37.19512195121951,0.44931506849315067,{'1yil.csv': 6100.0},0.512396694214876,0.09844134536505332,0.9362638348022139,0.9149443561208268,0.7039535971840992,0.9259259259259259,0.9362638348022136,82.66614647131358,1257.0,7706.0,25.0,25.0,298.0,775.0,25.0
10,15,0.01,15,4,20,15,1.5,6100.0,54.87804878048781,1.8243243243243243,0.6965094378765835,1000.0,37.19512195121951,0.44931506849315067,{'1yil.csv': 6100.0},0.512396694214876,0.09844134536505332,0.9362638348022139,0.9149443561208268,0.7039535971840992,0.9259259259259259,0.9362638348022136,82.66614647131358,1257.0,7706.0,25.0,25.0,298.0,775.0,25.0
10,15,0.01,15,4,20,30,1.5,6100.0,54.87804878048781,1.8243243243243243,0.6965094378765835,1000.0,37.19512195121951,0.44931506849315067,{'1yil.csv': 6100.0},0.512396694214876,0.09844134536505332,0.9362638348022139,0.9149443561208268,0.7039535971840992,0.9259259259259259,0.9362638348022136,82.66614647131358,1257.0,7706.0,25.0,25.0,298.0,775.0,25.0
10,15,0.01,15,4,20,25,1.5,6100.0,54.87804878048781,1.8243243243243243,0.6965094378765835,1000.0,37.19512195121951,0.44931506849315067,{'1yil.csv': 6100.0},0.512396694214876,0.09844134536505332,0.9362638348022139,0.9149443561208268,0.7039535971840992,0.9259259259259259,0.9362638348022136,82.66614647131358,1257.0,7706.0,25.0,25.0,298.0,775.0,25.0
