left,right,manip_threshold,max_candles,consec_candles,min_candles_2nd,max_candles_2nd,rr_ratio,weighted_profit,total_success_rate,profit_factor,sharpe_ratio,max_drawdown,avg_profit,trades_per_day,file_results,norm_profit,norm_trade_count,norm_success,norm_pf,norm_sharpe,norm_drawdown,norm_avg_profit,total_score,rank_profit,rank_trade_count,rank_success,rank_pf,rank_sharpe,rank_drawdown,rank_avg_profit
15,20,0.002,15,2,10,30,1.5,8700.0,46.292947558770344,1.292929292929293,0.6832475364921726,2100.0,15.732368896925859,1.515068493150685,{'1yil.csv': 8700.0},0.8454106280193237,0.4291736930860034,0.4130999427795752,0.3431693230953666,0.6897844818275647,0.6774193548387096,0.41309994277957524,63.459913350386266,8.0,164.0,221.0,221.0,42.0,522.0,221.0
10,10,0.002,30,4,10,30,1.5,10200.0,43.60105913503972,1.15962441314554,0.6290875257064609,2450.0,9.002647837599294,3.1041095890410957,{'1yil.csv': 10200.0},0.9903381642512077,0.9182124789207419,0.23932880417424907,0.18932530441202133,0.6356296040899425,0.6021505376344086,0.23932880417424907,63.36304030697959,2.0,6.0,674.0,674.0,79.0,681.0,674.0
15,20,0.002,15,3,10,30,1.5,8000.0,46.213592233009706,1.288808664259928,0.7466330689344965,1800.0,15.533980582524272,1.4109589041095891,{'1yil.csv': 8000.0},0.7777777777777778,0.397133220910624,0.407977269346955,0.3384138027046254,0.7531640068673514,0.7419354838709677,0.4079772693469553,63.29445769800252,28.0,205.0,224.0,224.0,14.0,383.0,224.0
20,20,0.004,30,4,15,30,1.5,7400.0,47.03087885985748,1.3318385650224216,0.715146937689658,1750.0,17.577197149643705,1.1534246575342466,{'1yil.csv': 7400.0},0.7198067632850241,0.31787521079258013,0.46073607853913573,0.3880735966115427,0.7216808597398254,0.7526881720430108,0.4607360785391359,63.226665602374624,40.0,337.0,158.0,158.0,25.0,361.0,158.0
25,20,0.004,15,4,10,15,1.5,6000.0,48.0,1.3846153846153846,0.7014126501832815,1350.0,20.0,0.821917808219178,{'1yil.csv': 6000.0},0.5845410628019324,0.21585160202360876,0.5232963549920759,0.44898207972692916,0.7079478739089328,0.8387096774193549,0.523296354992076,63.178562176943686,143.0,561.0,107.0,107.0,31.0,222.0,107.0
10,15,0.01,15,2,20,25,1.5,4950.0,48.87892376681614,1.4342105263157894,0.611177098076937,950.0,22.19730941704036,0.6109589041095891,{'1yil.csv': 4950.0},0.4830917874396135,0.15092748735244518,0.5800340646090505,0.5062186634044169,0.6177208739321325,0.9247311827956989,0.5800340646090505,62.95700112237944,260.0,716.0,74.0,74.0,94.0,58.0,74.0
15,20,0.004,15,3,15,30,1.5,6750.0,47.01298701298701,1.3308823529411764,0.7415884836047982,1450.0,17.532467532467532,1.0547945205479452,{'1yil.csv': 6750.0},0.6570048309178744,0.2875210792580101,0.4595810950803025,0.38697005479423674,0.7481198996413077,0.8172043010752689,0.45958109508030265,62.822664967700426,73.0,393.0,159.0,159.0,15.0,263.0,159.0
10,25,0.012,15,4,20,20,1.5,2200.0,52.054794520547944,1.6285714285714286,0.34525519016677325,800.0,30.136986301369863,0.2,{'1yil.csv': 2200.0},0.21739130434782608,0.024451939291736932,0.7850480139519063,0.730525998037884,0.3518241689331494,0.956989247311828,0.7850480139519064,62.781376878892225,787.0,991.0,27.0,27.0,573.0,17.0,27.0
20,15,0.004,15,4,15,15,1.5,6850.0,47.32620320855615,1.3477157360406091,0.6392593255931702,1350.0,18.315508021390375,1.0246575342465754,{'1yil.csv': 6850.0},0.6666666666666666,0.2782462057335582,0.4798003339067942,0.4063970653301906,0.6458004399381072,0.8387096774193549,0.4798003339067942,62.663645846389294,62.0,413.0,135.0,135.0,76.0,222.0,135.0
25,10,0.01,15,4,20,15,1.5,3400.0,50.79365079365079,1.5483870967741935,0.4822728114631975,1100.0,26.984126984126984,0.3452054794520548,{'1yil.csv': 3400.0},0.3333333333333333,0.06913996627318719,0.7036366228125338,0.6379871513044664,0.4888288043008592,0.8924731182795699,0.703636622812534,62.6203840674766,525.0,916.0,37.0,37.0,272.0,116.0,37.0
20,25,0.012,15,4,15,30,1.5,1900.0,51.515151515151516,1.59375,0.4652170015306722,700.0,28.78787878787879,0.18082191780821918,{'1yil.csv': 1900.0},0.18840579710144928,0.01854974704890388,0.7502121052041811,0.69033940834654,0.47177461084313366,0.978494623655914,0.7502121052041812,62.4129154725927,839.0,995.0,31.0,31.0,306.0,3.0,31.0
20,15,0.01,15,3,15,20,1.5,3500.0,50.0,1.5,0.5374851794743108,850.0,25.0,0.3835616438356164,{'1yil.csv': 3500.0},0.34299516908212563,0.08094435075885327,0.6524035921817221,0.5821447437929214,0.5440359395260844,0.946236559139785,0.6524035921817221,61.99445300626745,504.0,882.0,47.0,47.0,196.0,27.0,47.0
15,25,0.002,15,4,20,25,1.5,6600.0,47.15447154471545,1.3384615384615384,0.6777151729217256,1400.0,17.88617886178862,1.010958904109589,{'1yil.csv': 6600.0},0.642512077294686,0.27403035413153454,0.4687144335785671,0.3957170141005322,0.6842526425902528,0.8279569892473119,0.4687144335785671,61.98460172218804,93.0,419.0,148.0,148.0,46.0,248.0,148.0
15,20,0.002,15,2,15,30,1.5,7950.0,45.91078066914498,1.2731958762886597,0.7171541861938863,1850.0,14.776951672862454,1.473972602739726,{'1yil.csv': 7950.0},0.7729468599033816,0.4165261382799325,0.3884296871471294,0.3203954522267786,0.7236879180058512,0.7311827956989247,0.3884296871471298,61.93086081138948,30.0,176.0,273.0,273.0,23.0,397.0,273.0
15,10,0.01,30,4,15,30,1.5,7650.0,48.36065573770492,1.4047619047619047,0.5637351077456233,2750.0,20.901639344262296,1.0027397260273974,{'1yil.csv': 7650.0},0.7439613526570048,0.2715008431703204,0.5465779879279137,0.4722327036114674,0.5702833799444181,0.5376344086021505,0.5465779879279139,61.784226660542416,33.0,423.0,93.0,93.0,149.0,792.0,93.0
20,20,0.01,15,3,10,30,1.5,3200.0,49.62406015037594,1.4776119402985075,0.6438986085860002,850.0,24.06015037593985,0.3643835616438356,{'1yil.csv': 3200.0},0.3140096618357488,0.07504215851602022,0.6281353145144952,0.5563072119592214,0.6504392832400591,0.946236559139785,0.6281353145144953,61.685307437548595,575.0,894.0,61.0,61.0,73.0,27.0,61.0
