open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-01-01 09:30:00+03:00,189.8400,190.0600,189.2700,190.0500,59372,2025-01-01 09:44:59.999000+03:00,11256445.7760,8148,30797,5839643.0960,0
2025-01-01 09:45:00+03:00,190.0600,190.1920,189.5800,190.1800,44825,2025-01-01 09:59:59.999000+03:00,8512440.3700,7006,20229,3841139.0320,0
2025-01-01 10:00:00+03:00,190.1800,190.2400,189.6900,189.8100,39854,2025-01-01 10:14:59.999000+03:00,7570158.6820,6096,15887,3018298.3440,0
2025-01-01 10:15:00+03:00,189.8100,190.0700,189.6000,189.7900,40171,2025-01-01 10:29:59.999000+03:00,7625449.5460,5984,21697,4119084.5280,0
2025-01-01 10:30:00+03:00,189.7800,190.0900,189.5800,190.0900,59048,2025-01-01 10:44:59.999000+03:00,11209120.7960,7136,32222,6116795.1180,0
2025-01-01 10:45:00+03:00,190.0800,190.1700,189.9000,189.9600,32594,2025-01-01 10:59:59.999000+03:00,6194437.8100,4710,14474,2750816.6900,0
2025-01-01 11:00:00+03:00,189.9700,190.6400,189.8700,190.4500,55952,2025-01-01 11:14:59.999000+03:00,10653050.2400,7018,28386,5404353.2600,0
2025-01-01 11:15:00+03:00,190.4600,190.4600,189.2800,189.7100,76326,2025-01-01 11:29:59.999000+03:00,14491322.1440,9362,30300,5753813.4980,0
2025-01-01 11:30:00+03:00,189.7000,189.9800,189.4800,189.8400,44184,2025-01-01 11:44:59.999000+03:00,8385117.1080,6761,24214,4595015.2380,0
2025-01-01 11:45:00+03:00,189.8300,189.8600,189.1800,189.2800,64969,2025-01-01 11:59:59.999000+03:00,12304118.6030,9397,28553,5407597.1580,0
2025-01-01 12:00:00+03:00,189.2900,189.6600,188.6100,188.8300,125317,2025-01-01 12:14:59.999000+03:00,23679792.8630,13812,42078,7951520.5280,0
2025-01-01 12:15:00+03:00,188.8300,188.8300,188.0400,188.4100,174449,2025-01-01 12:29:59.999000+03:00,32858841.3940,15702,58785,11072793.0420,0
2025-01-01 12:30:00+03:00,188.4200,188.8700,187.8200,188.3800,129281,2025-01-01 12:44:59.999000+03:00,24338856.3750,16053,60809,11451239.9200,0
2025-01-01 12:45:00+03:00,188.3800,189.1500,188.0400,189.0600,82700,2025-01-01 12:59:59.999000+03:00,15602349.6720,9693,57218,10794872.6620,0
2025-01-01 13:00:00+03:00,189.0700,189.7200,189.0700,189.5900,81428,2025-01-01 13:14:59.999000+03:00,15425579.5330,11277,43459,8232376.1930,0
2025-01-01 13:15:00+03:00,189.6000,190.4100,189.4800,190.0900,97257,2025-01-01 13:29:59.999000+03:00,18479998.7720,11367,51662,9817172.3840,0
2025-01-01 13:30:00+03:00,190.0900,190.7200,190.0000,190.5800,101004,2025-01-01 13:44:59.999000+03:00,19238852.5720,11318,44294,8437150.7140,0
2025-01-01 13:45:00+03:00,190.5700,190.9300,189.9400,190.1500,77745,2025-01-01 13:59:59.999000+03:00,14800045.8260,9485,24956,4751595.4660,0
2025-01-01 14:00:00+03:00,190.1600,190.6600,189.8000,190.4300,73223,2025-01-01 14:14:59.999000+03:00,13929863.8480,9110,35616,6778346.7000,0
2025-01-01 14:15:00+03:00,190.4300,191.1500,190.4300,191.1300,104755,2025-01-01 14:29:59.999000+03:00,19988573.4940,11618,65286,12457302.8200,0
2025-01-01 14:30:00+03:00,191.1300,191.6750,190.8300,191.5600,94387,2025-01-01 14:44:59.999000+03:00,18050993.1770,12168,49423,9454348.5670,0
2025-01-01 14:45:00+03:00,191.5500,191.7400,191.0000,191.2200,87150,2025-01-01 14:59:59.999000+03:00,16678047.3440,10565,38617,7392599.6400,0
2025-01-01 15:00:00+03:00,191.2300,191.6200,190.6200,190.7300,78325,2025-01-01 15:14:59.999000+03:00,14968229.8930,11064,25644,4901857.1920,0
2025-01-01 15:15:00+03:00,190.7400,191.5900,190.7300,191.2900,76791,2025-01-01 15:29:59.999000+03:00,14687594.6660,10652,42962,8218811.4260,0
2025-01-01 15:30:00+03:00,191.2900,191.6400,191.0800,191.1000,55720,2025-01-01 15:44:59.999000+03:00,10664122.9160,8531,22263,4261669.2820,0
2025-01-01 15:45:00+03:00,191.1000,191.1100,190.4000,190.8600,84010,2025-01-01 15:59:59.999000+03:00,16020228.5540,10985,42459,8097062.3060,0
2025-01-01 16:00:00+03:00,190.8500,191.2500,189.8200,190.1800,130556,2025-01-01 16:14:59.999000+03:00,24865304.2100,15865,64832,12349960.1920,0
2025-01-01 16:15:00+03:00,190.1800,190.4000,189.4800,189.6000,95662,2025-01-01 16:29:59.999000+03:00,18152196.1780,11993,41141,7808355.8200,0
2025-01-01 16:30:00+03:00,189.6000,190.1400,189.5800,189.9000,64967,2025-01-01 16:44:59.999000+03:00,12335445.8560,8933,34497,6549964.5760,0
2025-01-01 16:45:00+03:00,189.9000,190.3000,189.8800,190.1600,60214,2025-01-01 16:59:59.999000+03:00,11448203.3940,8103,33229,6317507.9860,0
2025-01-01 17:00:00+03:00,190.1600,191.4000,190.0700,190.8500,132660,2025-01-01 17:14:59.999000+03:00,25310372.7520,15728,74622,14237584.6100,0
2025-01-01 17:15:00+03:00,190.8500,190.9700,189.7700,189.8400,76338,2025-01-01 17:29:59.999000+03:00,14527435.9780,10012,25827,4916335.0900,0
2025-01-01 17:30:00+03:00,189.8400,190.2400,189.0200,190.0300,143383,2025-01-01 17:44:59.999000+03:00,27189213.8630,17314,79427,15066160.4240,0
2025-01-01 17:45:00+03:00,190.0400,190.8900,189.7700,190.7800,84182,2025-01-01 17:59:59.999000+03:00,16038291.6240,11058,54028,10292301.5560,0
2025-01-01 18:00:00+03:00,190.7900,191.1000,189.8400,190.1000,89968,2025-01-01 18:14:59.999000+03:00,17139878.5480,12456,42211,8046457.5040,0
2025-01-01 18:15:00+03:00,190.0900,190.5800,189.8600,190.4200,53524,2025-01-01 18:29:59.999000+03:00,10184863.9300,8307,32950,6269488.5100,0
2025-01-01 18:30:00+03:00,190.4100,191.4400,190.2000,191.4300,71517,2025-01-01 18:44:59.999000+03:00,13653860.5500,9687,51498,9833992.1280,0
2025-01-01 18:45:00+03:00,191.4300,192.0900,191.3200,191.8100,153470,2025-01-01 18:59:59.999000+03:00,29423707.9190,15804,73245,14045188.2190,0
2025-01-01 19:00:00+03:00,191.8200,192.2100,190.9300,191.0700,101427,2025-01-01 19:14:59.999000+03:00,19424244.1930,14747,41441,7938428.1450,0
2025-01-01 19:15:00+03:00,191.0600,191.2600,190.5100,190.9800,86876,2025-01-01 19:29:59.999000+03:00,16580355.8380,11921,37495,7156525.8960,0
2025-01-01 19:30:00+03:00,190.9800,191.2800,190.4100,190.4300,65255,2025-01-01 19:44:59.999000+03:00,12452697.0920,11213,32094,6124845.6500,0
2025-01-01 19:45:00+03:00,190.4300,190.8400,189.9500,190.4000,80931,2025-01-01 19:59:59.999000+03:00,15406058.0760,11048,36763,7000532.0840,0
2025-01-01 20:00:00+03:00,190.4100,190.5500,189.5000,189.6100,105631,2025-01-01 20:14:59.999000+03:00,20060739.3170,14084,42088,7992742.7150,0
2025-01-01 20:15:00+03:00,189.6200,189.8000,189.1200,189.7400,86151,2025-01-01 20:29:59.999000+03:00,16324999.7830,11888,44682,8468265.0180,0
2025-01-01 20:30:00+03:00,189.7400,190.2200,189.6020,189.9900,55210,2025-01-01 20:44:59.999000+03:00,10484125.4960,8459,36092,6853523.5540,0
2025-01-01 20:45:00+03:00,190.0000,190.5200,189.4100,190.4900,56422,2025-01-01 20:59:59.999000+03:00,10714733.7120,8837,31718,6023568.9380,0
2025-01-01 21:00:00+03:00,190.4900,190.6200,189.7600,190.2400,55437,2025-01-01 21:14:59.999000+03:00,10539353.5150,8834,24125,4587026.7990,0
2025-01-01 21:15:00+03:00,190.2400,190.8000,190.0500,190.6700,40309,2025-01-01 21:29:59.999000+03:00,7678546.2860,7787,21405,4077545.6140,0
2025-01-01 21:30:00+03:00,190.6700,192.0000,190.5200,191.8000,152933,2025-01-01 21:44:59.999000+03:00,29291087.8530,17845,89178,17080352.5710,0
2025-01-01 21:45:00+03:00,191.7900,192.1800,191.2800,191.6200,100118,2025-01-01 21:59:59.999000+03:00,19201084.0370,14425,53118,10187280.9050,0
2025-01-01 22:00:00+03:00,191.6200,192.6500,191.4300,192.3400,120863,2025-01-01 22:14:59.999000+03:00,23209038.2210,18053,68452,13148753.9770,0
2025-01-01 22:15:00+03:00,192.3500,192.6200,191.8800,192.2700,65619,2025-01-01 22:29:59.999000+03:00,12610784.5760,11779,26391,5072694.4380,0
2025-01-01 22:30:00+03:00,192.2600,192.5900,191.4300,192.5200,111843,2025-01-01 22:44:59.999000+03:00,21489036.8470,13931,58805,11301511.0360,0
2025-01-01 22:45:00+03:00,192.5100,193.8600,192.2500,193.0300,294333,2025-01-01 22:59:59.999000+03:00,56839809.4210,28770,150918,29150741.1630,0
2025-01-01 23:00:00+03:00,193.0200,194.0500,193.0200,193.6400,164338,2025-01-01 23:14:59.999000+03:00,31837081.4720,18106,92278,17876215.5060,0
2025-01-01 23:15:00+03:00,193.6400,193.9600,193.1690,193.6900,70948,2025-01-01 23:29:59.999000+03:00,13730366.1940,11558,26909,5208228.4600,0
2025-01-01 23:30:00+03:00,193.6900,194.2600,193.4800,194.1300,91922,2025-01-01 23:44:59.999000+03:00,17823216.0040,13484,52837,10245078.2240,0
2025-01-01 23:45:00+03:00,194.1200,194.4900,194.0100,194.2900,88335,2025-01-01 23:59:59.999000+03:00,17161828.1260,12262,36684,7127698.2820,0
2025-01-02 00:00:00+03:00,194.2800,194.5700,193.6200,194.0700,90124,2025-01-02 00:14:59.999000+03:00,17493188.7500,13691,38973,7567582.0260,0
2025-01-02 00:15:00+03:00,194.0700,195.2900,194.0500,195.0000,150427,2025-01-02 00:29:59.999000+03:00,29312641.1870,19620,84639,16492676.2650,0
2025-01-02 00:30:00+03:00,195.0000,195.1100,193.9800,194.2500,115468,2025-01-02 00:44:59.999000+03:00,22450084.5380,13619,51112,9938131.6620,0
2025-01-02 00:45:00+03:00,194.2500,194.6400,193.9800,194.6300,61901,2025-01-02 00:59:59.999000+03:00,12027677.2560,9280,34353,6675410.9120,0
2025-01-02 01:00:00+03:00,194.6300,194.8900,193.6100,193.8900,87731,2025-01-02 01:14:59.999000+03:00,17025994.4760,12055,39775,7720379.8500,0
2025-01-02 01:15:00+03:00,193.8900,194.4100,193.8300,194.0400,59918,2025-01-02 01:29:59.999000+03:00,11631889.5900,8142,32638,6335995.5760,0
2025-01-02 01:30:00+03:00,194.0500,194.8500,194.0400,194.7900,37543,2025-01-02 01:44:59.999000+03:00,7302131.1220,6713,26538,5161448.7820,0
2025-01-02 01:45:00+03:00,194.7800,194.8700,194.3100,194.4400,45182,2025-01-02 01:59:59.999000+03:00,8788043.7210,7706,21051,4094317.3600,0
2025-01-02 02:00:00+03:00,194.4400,195.0900,194.1600,194.5200,72596,2025-01-02 02:14:59.999000+03:00,14131299.2060,11429,38757,7544537.4440,0
2025-01-02 02:15:00+03:00,194.5200,194.5200,193.9200,194.1800,51197,2025-01-02 02:29:59.999000+03:00,9939393.2860,7827,26569,5158022.1500,0
2025-01-02 02:30:00+03:00,194.1800,194.2200,193.8300,194.1500,52626,2025-01-02 02:44:59.999000+03:00,10210267.5700,7219,23667,4591846.2900,0
2025-01-02 02:45:00+03:00,194.1400,194.3800,193.7100,194.2200,53693,2025-01-02 02:59:59.999000+03:00,10418819.0770,6665,23335,4528416.8870,0
2025-01-02 03:00:00+03:00,194.2200,194.7000,193.5200,193.9600,100811,2025-01-02 03:14:59.999000+03:00,19563225.1800,12675,39175,7600861.2940,0
2025-01-02 03:15:00+03:00,193.9500,195.9600,193.3400,195.1000,243221,2025-01-02 03:29:59.999000+03:00,47372295.4660,27045,127199,24791677.6880,0
2025-01-02 03:30:00+03:00,195.1000,196.7300,194.5500,196.2200,234624,2025-01-02 03:44:59.999000+03:00,45964880.9950,32760,125375,24569122.6410,0
2025-01-02 03:45:00+03:00,196.2200,197.1400,195.6500,196.1700,172834,2025-01-02 03:59:59.999000+03:00,33962933.4970,23794,83139,16341489.8100,0
2025-01-02 04:00:00+03:00,196.1600,198.4100,196.1400,197.7500,270339,2025-01-02 04:14:59.999000+03:00,53406109.3310,30917,150224,29676517.0260,0
2025-01-02 04:15:00+03:00,197.7500,198.2000,196.9200,196.9400,124022,2025-01-02 04:29:59.999000+03:00,24497478.3450,17281,46013,9089943.4780,0
2025-01-02 04:30:00+03:00,196.9400,197.5700,196.0400,197.4800,134615,2025-01-02 04:44:59.999000+03:00,26488657.2070,18606,75269,14815244.8690,0
2025-01-02 04:45:00+03:00,197.4700,197.7300,196.9100,197.6400,66995,2025-01-02 04:59:59.999000+03:00,13222842.8750,11276,33829,6677783.1470,0
2025-01-02 05:00:00+03:00,197.6400,198.4000,197.4000,198.0300,109566,2025-01-02 05:14:59.999000+03:00,21688021.9300,16320,60405,11955664.4320,0
